SMID	SphinGOMAP ID	Automatically found from structure ChEBI ID	Manually mapped ChEBI ID	Name	generated_glyconomenclature	Category	category_assigned	LBID	Common Name	References	Lucila’s comment	generic glycosphingolipid SMILES	match_automatic_and_manual_chebi
					Galbeta1-4GlcNAcalpha1-3(Fucalpha1-2Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO[C@@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]9NC(C)=O)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Galbeta1-4GlcNAcbeta1-3[NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-6]Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O[C@@]9(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C9)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Galbeta1-4GlcNAcbeta1-3[NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-6]Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O[C@@]9(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C9)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Galbeta1-4GlcNAcbeta1-3{Galbeta1-4GlcNAcbeta1-3[NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-6]Galbeta1-4GlcNAcbeta1-6}Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO[C@@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O[C@@]%11(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C%11)[C@H]%10O)[C@H](O)[C@H]9NC(C)=O)[C@H](O)[C@H](O[C@@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O[C@@]%11(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C%11)[C@H]%10O)[C@H](O)[C@H]9NC(C)=O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Galbeta1-4GlcNAcbeta1-3{NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3[NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-6]Galbeta1-4GlcNAcbeta1-6}Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO[C@@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O[C@@]%11(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C%11)[C@H]%10O)[C@H](O)[C@H]9NC(C)=O)[C@H](O)[C@H](O[C@@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O[C@@]%11(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C%11)[C@H]%10O)[C@H](O)[C@H]9NC(C)=O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O[C@@]9(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C9)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					GlcNAcbeta1-3[NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-6]Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9NC(C)=O)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O[C@@]9(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C9)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Galbeta1-4GlcNAcbeta1-3[NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-6]Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9NC(C)=O)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O[C@@]9(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C9)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Galbeta1-4GlcNAcbeta1-3[Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-6]Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3[Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-6]Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@]7(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C7)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@]7(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C7)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6Galbeta1-4GlcNAcbeta1-6Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9NC(C)=O)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@]7(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C7)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Galbeta1-4GlcNAcbeta1-3(Galalpha1-3Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-3(Galalpha1-3Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O[C@H]9O[C@H](CO)[C@H](O)[C@H](O)[C@H]9O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Fucalpha1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Lacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Fucalpha1-3GlcNAcbeta1-3Galbeta1-4GlcCer		Lacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Fucalpha1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4)GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O[C@@]9(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C9)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Galbeta1-4GlcNAcbeta1-3{NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3[Galbeta1-4GlcNAcbeta1-3(NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-6]Galbeta1-4GlcNAcbeta1-6}Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO[C@@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O[C@@]%11(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C%11)[C@H]%10O)[C@H](O)[C@H]9NC(C)=O)[C@H](O)[C@H](O[C@@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]9NC(C)=O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O[C@@]9(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C9)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Fucalpha1-2(GalNAcalpha1-3)Galbeta1-3GlcNAcbeta1-3(GalNAcalpha1-3Galbeta1-4GlcNAcbeta1-6)Galbeta1-3GlcNAcbeta1-3Galbeta1-4GlcCer		Lacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3[GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-6]Galbeta1-4GlcNAcbeta1-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO[C@@H]9O[C@H](CO)[C@@H](O[C@@H]%10O[C@H](CO)[C@H](O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]9NC(C)=O)[C@H](O)[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9NC(C)=O)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O[C@@]9(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C9)[C@H]8O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer		Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
					Galbeta1-3(Fucalpha1-3GlcNAcbeta1-6)GalNAcbeta1-3Galalpha1-4Galbeta1-4GlcCer		Globo					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H]4NC(C)=O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
